id,gravedad,descripcion,tipo_incidencia,fecha_reporte,fecha_cierre
2513,Moderada,Congestion en calle de rodaje E1,Saturacion_Vial,2026-09-09T17:27:53Z,
2514,Moderada,Acumulacion de agua en Espigón B tras lluvias intensas,Inundacion,2026-08-31T08:44:53Z,2026-09-02T17:44:53Z
2515,Alta,Perdida intermitente de retorno en Banda C,Falla_Radar,2026-09-13T08:30:27Z,2026-09-13T20:30:27Z
2517,Moderada,"Colector obstruido, agua superando 12 cm sobre nivel operativo",Inundacion,2026-08-15T14:00:40Z,2026-08-18T08:00:40Z
2516,Leve,Cola de espera en TWY B2 superior a 68 min,Saturacion_Vial,2026-09-23T22:52:26Z,
2475,Leve,Acumulacion de agua en zona de rampa tras lluvias intensas,Inundacion,2026-09-26T06:53:14Z,2026-09-26T16:53:14Z
2501,Moderada,Aerolinea reporta suministro insuficiente en surtidor 10,Falta_Combustible,2026-09-10T13:17:48Z,2026-09-11T20:17:48Z
2477,Alta,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-08T19:58:54Z,2026-09-11T11:58:54Z
2502,Alta,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-23T02:05:42Z,
2478,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-13T20:12:41Z,2026-08-16T07:12:41Z
2485,Moderada,Aerolinea reporta suministro insuficiente en surtidor 12,Falta_Combustible,2026-08-21T04:39:03Z,2026-08-23T05:39:03Z
2484,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-22T01:50:41Z,
2482,Moderada,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-05T07:23:56Z,2026-08-07T16:23:56Z
2483,Moderada,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-02T22:57:58Z,
2520,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-14T04:44:23Z,
2518,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-14T18:32:07Z,
2530,Leve,Congestion en calle de rodaje E1,Saturacion_Vial,2026-08-23T13:56:44Z,
2531,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-25T17:40:49Z,
2532,Alta,Radar reporta ecos fantasma tras 72 min de operacion,Falla_Radar,2026-09-17T00:17:34Z,2026-09-17T08:17:34Z
2533,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-21T16:11:21Z,2026-09-23T18:11:21Z
2529,Leve,Aerolinea reporta suministro insuficiente en surtidor 12,Falta_Combustible,2026-08-15T01:13:02Z,2026-08-15T04:13:02Z
2534,Alta,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-19T14:23:58Z,2026-08-19T22:23:58Z
2535,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-07T06:37:54Z,
2536,Moderada,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-08-05T21:05:02Z,2026-08-07T10:05:02Z
2524,Critica,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-17T12:07:18Z,2026-09-20T00:07:18Z
2538,Moderada,"Colector obstruido, agua superando 7 cm sobre nivel operativo",Inundacion,2026-09-10T23:14:11Z,2026-09-13T23:14:11Z
2537,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-16T15:11:37Z,2026-08-18T13:11:37Z
2540,Critica,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-29T23:37:08Z,2026-10-01T14:37:08Z
2542,Leve,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-20T16:21:03Z,2026-09-21T17:21:03Z
2543,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-24T07:01:40Z,
2541,Leve,Cola de espera en TWY B2 superior a 92 min,Saturacion_Vial,2026-09-01T04:46:31Z,2026-09-01T08:46:31Z
2539,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-11T20:56:24Z,2026-09-13T16:56:24Z
2545,Alta,Radar reporta ecos fantasma tras 51 min de operacion,Falla_Radar,2026-09-22T07:02:23Z,2026-09-22T11:02:23Z
2544,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-07T02:37:57Z,
2525,Leve,Acumulacion de agua en hall central tras lluvias intensas,Inundacion,2026-08-12T09:47:49Z,2026-08-15T05:47:49Z
2521,Moderada,Falla del sistema de barrido primario (Banda X),Falla_Radar,2026-09-09T19:41:55Z,2026-09-11T21:41:55Z
2546,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-10T11:22:53Z,2026-09-12T06:22:53Z
2522,Leve,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-11T07:54:54Z,2026-08-12T01:54:54Z
2526,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-30T00:52:47Z,2026-08-31T11:52:47Z
2523,Moderada,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-15T23:04:26Z,2026-08-18T08:04:26Z
2527,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-30T21:26:35Z,2026-09-01T09:26:35Z
2528,Leve,Radar reporta ecos fantasma tras 89 min de operacion,Falla_Radar,2026-09-18T07:26:29Z,2026-09-19T00:26:29Z
2548,Alta,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-22T19:16:01Z,2026-09-25T11:16:01Z
2551,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-15T17:42:43Z,
2559,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-20T05:05:51Z,2026-08-21T12:05:51Z
2558,Leve,Cola de espera en TWY C3 superior a 47 min,Saturacion_Vial,2026-08-19T20:34:13Z,2026-08-21T10:34:13Z
2561,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-11T23:57:18Z,2026-08-14T02:57:18Z
2560,Critica,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-19T08:47:34Z,2026-08-19T18:47:34Z
2547,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-25T16:44:57Z,2026-09-27T18:44:57Z
2563,Critica,Anomalia detectada durante inspeccion rutinaria,Otro,2026-08-26T21:33:10Z,2026-08-29T08:33:10Z
2562,Moderada,Radar reporta ecos fantasma tras 26 min de operacion,Falla_Radar,2026-09-23T21:32:56Z,2026-09-26T09:32:56Z
2564,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-09-22T00:57:36Z,
2557,Leve,Anomalia detectada durante inspeccion rutinaria,Otro,2026-08-27T11:07:59Z,2026-08-29T01:07:59Z
2565,Moderada,Congestion en calle de rodaje D4,Saturacion_Vial,2026-09-24T16:08:26Z,2026-09-25T18:08:26Z
2569,Leve,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-13T03:59:29Z,2026-08-14T05:59:29Z
2567,Leve,Cola de espera en TWY B2 superior a 22 min,Saturacion_Vial,2026-08-19T14:40:06Z,
2554,Alta,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-08-05T16:42:52Z,2026-08-05T20:42:52Z
2570,Leve,Radar reporta ecos fantasma tras 18 min de operacion,Falla_Radar,2026-09-25T01:13:38Z,2026-09-25T15:13:38Z
2568,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-14T11:24:48Z,2026-09-17T07:24:48Z
2566,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-29T15:24:39Z,
2571,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-11T05:18:27Z,
2572,Moderada,"Colector obstruido, agua superando 12 cm sobre nivel operativo",Inundacion,2026-08-10T08:23:14Z,2026-08-12T01:23:14Z
2574,Critica,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-26T22:45:31Z,
2573,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-20T08:31:06Z,2026-08-22T01:31:06Z
2555,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-03T02:32:41Z,
2552,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-13T21:26:01Z,2026-09-13T23:26:01Z
2575,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-01T02:52:58Z,2026-08-02T11:52:58Z
2556,Moderada,Falla del sistema de barrido primario (Banda L),Falla_Radar,2026-09-06T07:50:27Z,2026-09-06T11:50:27Z
2553,Moderada,Radar reporta ecos fantasma tras 56 min de operacion,Falla_Radar,2026-08-30T15:37:44Z,2026-09-01T17:37:44Z
2550,Alta,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-09T05:42:26Z,
2578,Alta,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-08-05T10:16:25Z,2026-08-05T18:16:25Z
2549,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-25T08:11:47Z,2026-09-28T04:11:47Z
2580,Leve,Falla del sistema de barrido primario (Banda L),Falla_Radar,2026-09-26T17:34:16Z,2026-09-27T11:34:16Z
2576,Critica,Aerolinea reporta suministro insuficiente en surtidor 7,Falta_Combustible,2026-09-24T18:09:50Z,2026-09-26T14:09:50Z
2587,Leve,Cola de espera en TWY A1 superior a 47 min,Saturacion_Vial,2026-08-14T08:39:37Z,
2589,Moderada,Cola de espera en TWY E1 superior a 57 min,Saturacion_Vial,2026-08-22T00:31:29Z,
2588,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-15T09:58:07Z,2026-09-15T19:58:07Z
2592,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-16T23:54:21Z,
2593,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-14T07:46:06Z,2026-08-16T05:46:06Z
2577,Moderada,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-16T07:53:47Z,2026-08-19T06:53:47Z
2594,Critica,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-06T21:36:57Z,2026-08-09T08:36:57Z
2595,Alta,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-05T12:19:52Z,2026-08-07T00:19:52Z
2596,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-22T09:23:47Z,2026-08-23T09:23:47Z
2598,Leve,Radar reporta ecos fantasma tras 118 min de operacion,Falla_Radar,2026-09-10T17:48:42Z,2026-09-13T13:48:42Z
2597,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-10T22:46:15Z,
2583,Leve,"Colector obstruido, agua superando 25 cm sobre nivel operativo",Inundacion,2026-09-04T12:48:23Z,2026-09-05T20:48:23Z
2581,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-12T12:48:24Z,
2582,Leve,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-29T06:33:09Z,2026-09-30T13:33:09Z
2584,Moderada,Cola de espera en TWY D4 superior a 108 min,Saturacion_Vial,2026-09-11T02:10:29Z,2026-09-12T22:10:29Z
2585,Moderada,Perdida intermitente de retorno en Banda L,Falla_Radar,2026-09-16T02:32:24Z,2026-09-17T08:32:24Z
2586,Moderada,Cola de espera en TWY C3 superior a 36 min,Saturacion_Vial,2026-09-11T12:28:11Z,2026-09-14T06:28:11Z
2591,Leve,Perdida intermitente de retorno en Banda X,Falla_Radar,2026-09-17T18:18:47Z,
2519,Moderada,Alerta preventiva reportada por sistema SCADA,Otro,2026-09-07T03:53:43Z,
2606,Leve,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-08-11T22:29:11Z,2026-08-13T04:29:11Z
2607,Moderada,"Colector obstruido, agua superando 4 cm sobre nivel operativo",Inundacion,2026-09-18T06:51:49Z,2026-09-19T02:51:49Z
2608,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-21T20:11:22Z,
2610,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-15T11:03:14Z,2026-09-16T12:03:14Z
2611,Moderada,Cola de espera en TWY D4 superior a 113 min,Saturacion_Vial,2026-09-19T12:25:47Z,2026-09-20T09:25:47Z
2590,Leve,Cola de espera en TWY A1 superior a 50 min,Saturacion_Vial,2026-08-22T14:37:00Z,
2579,Leve,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-08-07T02:25:23Z,2026-08-07T09:25:23Z
2599,Leve,"Filtracion mayor en Espigón B, riesgo de corto en instalaciones",Inundacion,2026-09-20T01:30:53Z,2026-09-21T05:30:53Z
2605,Critica,Falla del sistema de barrido primario (Banda C),Falla_Radar,2026-08-18T22:49:42Z,2026-08-20T23:49:42Z
2600,Alta,Radar reporta ecos fantasma tras 53 min de operacion,Falla_Radar,2026-08-26T01:51:23Z,2026-08-27T23:51:23Z
2612,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-31T11:25:51Z,2026-09-01T15:25:51Z
2609,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-25T01:33:36Z,
2603,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-02T20:59:29Z,2026-09-04T07:59:29Z
2601,Moderada,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-07T10:33:49Z,2026-09-08T20:33:49Z
2602,Leve,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-09-03T12:53:24Z,2026-09-05T06:53:24Z
2623,Moderada,Falla del sistema de barrido primario (Banda C),Falla_Radar,2026-09-26T07:40:44Z,2026-09-28T06:40:44Z
2604,Leve,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-10T03:27:30Z,2026-08-12T13:27:30Z
2614,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-07T17:11:15Z,2026-09-09T04:11:15Z
2625,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-06T11:47:16Z,2026-09-08T09:47:16Z
2626,Critica,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-08T02:42:16Z,
2624,Moderada,Aerolinea reporta suministro insuficiente en surtidor 7,Falta_Combustible,2026-09-17T16:35:59Z,2026-09-18T03:35:59Z
2627,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-03T14:01:53Z,2026-09-04T18:01:53Z
2628,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-19T22:48:04Z,2026-08-20T13:48:04Z
2631,Alta,Cola de espera en TWY D4 superior a 111 min,Saturacion_Vial,2026-08-10T10:15:30Z,
2632,Moderada,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-18T10:23:29Z,2026-08-18T18:23:29Z
2630,Leve,Cola de espera en TWY C3 superior a 43 min,Saturacion_Vial,2026-08-31T19:06:53Z,2026-09-02T11:06:53Z
2620,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-02T07:38:47Z,2026-08-05T03:38:47Z
2622,Moderada,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-08-30T04:13:42Z,2026-09-01T14:13:42Z
2633,Leve,"Filtracion mayor en hall central, riesgo de corto en instalaciones",Inundacion,2026-09-22T23:42:47Z,
2634,Leve,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-09-21T03:00:34Z,
2635,Alta,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-12T20:42:32Z,2026-08-13T08:42:32Z
2638,Moderada,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-09T18:47:50Z,2026-09-12T01:47:50Z
2636,Moderada,Anomalia detectada durante inspeccion rutinaria,Otro,2026-08-12T20:21:21Z,
2639,Moderada,"Filtracion mayor en Espigón A, riesgo de corto en instalaciones",Inundacion,2026-08-10T12:34:26Z,2026-08-13T05:34:26Z
2637,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-29T21:10:49Z,
2621,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-14T14:30:34Z,2026-09-15T13:30:34Z
2613,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-27T16:58:56Z,2026-08-30T06:58:56Z
2615,Moderada,"Colector obstruido, agua superando 20 cm sobre nivel operativo",Inundacion,2026-08-30T02:16:24Z,2026-08-30T05:16:24Z
2616,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-23T17:40:04Z,2026-09-23T19:40:04Z
2619,Alta,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-03T08:43:18Z,
2629,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-19T00:03:12Z,2026-09-20T18:03:12Z
2617,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-18T00:30:21Z,2026-08-19T13:30:21Z
2640,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-08-28T18:30:49Z,2026-08-30T14:30:49Z
2643,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-10T16:27:25Z,2026-09-11T18:27:25Z
2641,Leve,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-06T16:29:08Z,
2644,Critica,Falla del sistema de barrido primario (Banda L),Falla_Radar,2026-09-25T11:01:55Z,
2642,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-09-23T07:12:37Z,2026-09-24T15:12:37Z
2645,Alta,Alerta preventiva reportada por sistema FIDS,Otro,2026-08-02T01:07:36Z,
2646,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-30T06:03:40Z,2026-09-01T09:03:40Z
2647,Leve,Cola de espera en TWY B2 superior a 103 min,Saturacion_Vial,2026-08-03T10:51:30Z,2026-08-04T09:51:30Z
2651,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-04T12:51:44Z,2026-08-07T04:51:44Z
2648,Leve,Radar reporta ecos fantasma tras 86 min de operacion,Falla_Radar,2026-08-26T03:11:19Z,2026-08-26T15:11:19Z
2649,Alta,Congestion en calle de rodaje E1,Saturacion_Vial,2026-09-01T19:24:48Z,
2652,Leve,Radar reporta ecos fantasma tras 76 min de operacion,Falla_Radar,2026-09-12T06:56:21Z,
2650,Alta,Cola de espera en TWY E1 superior a 99 min,Saturacion_Vial,2026-09-28T09:32:32Z,2026-09-29T09:32:32Z
2662,Leve,Anomalia detectada durante inspeccion rutinaria,Otro,2026-08-28T10:33:41Z,
2657,Leve,Congestion en calle de rodaje C3,Saturacion_Vial,2026-09-02T05:00:17Z,2026-09-04T13:00:17Z
2663,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-20T06:19:40Z,
2618,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-15T14:41:44Z,2026-09-17T09:41:44Z
2665,Critica,"Filtracion mayor en Espigón C, riesgo de corto en instalaciones",Inundacion,2026-09-05T08:33:15Z,2026-09-07T23:33:15Z
2664,Moderada,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-31T16:26:06Z,2026-09-01T20:26:06Z
2666,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-12T03:45:10Z,2026-09-12T12:45:10Z
2670,Moderada,Congestion en calle de rodaje A1,Saturacion_Vial,2026-08-22T18:19:39Z,2026-08-23T09:19:39Z
2667,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-21T21:21:56Z,
2654,Moderada,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-08-05T10:09:57Z,2026-08-06T10:09:57Z
2671,Leve,Congestion en calle de rodaje D4,Saturacion_Vial,2026-09-07T19:33:46Z,
2672,Moderada,Cola de espera en TWY C3 superior a 46 min,Saturacion_Vial,2026-08-18T12:34:20Z,2026-08-20T08:34:20Z
2668,Alta,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-10T05:19:04Z,2026-09-10T21:19:04Z
2669,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-11T08:04:40Z,2026-08-12T17:04:40Z
2674,Alta,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-26T16:28:22Z,2026-09-29T04:28:22Z
2673,Leve,Congestion en calle de rodaje A1,Saturacion_Vial,2026-09-15T08:05:34Z,2026-09-18T01:05:34Z
2675,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-10T00:28:24Z,2026-08-12T08:28:24Z
2655,Moderada,Congestion en calle de rodaje D4,Saturacion_Vial,2026-09-12T13:50:10Z,2026-09-13T05:50:10Z
2660,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-11T20:23:03Z,2026-08-14T18:23:03Z
2659,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-10T07:09:34Z,2026-08-11T18:09:34Z
2656,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-09-19T02:15:10Z,
2658,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-22T02:59:12Z,2026-09-23T08:59:12Z
2685,Leve,Aerolinea reporta suministro insuficiente en surtidor 1,Falta_Combustible,2026-08-26T15:16:45Z,2026-08-29T11:16:45Z
2683,Leve,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-13T17:31:35Z,2026-08-14T05:31:35Z
2684,Leve,Congestion en calle de rodaje D4,Saturacion_Vial,2026-08-06T09:59:43Z,2026-08-07T16:59:43Z
2686,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-04T17:19:34Z,2026-08-04T21:19:34Z
2677,Leve,Aerolinea reporta suministro insuficiente en surtidor 3,Falta_Combustible,2026-08-17T07:27:08Z,
2687,Leve,Falla mecanica en sistema de posicionamiento de manga,Manga_Inoperativa,2026-08-18T08:15:22Z,
2689,Leve,Falla del sistema de barrido primario (Banda C),Falla_Radar,2026-09-22T15:32:45Z,2026-09-24T05:32:45Z
2688,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-30T09:22:39Z,2026-08-30T12:22:39Z
2692,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-29T07:09:54Z,2026-08-31T01:09:54Z
2693,Leve,Evento no clasificado — requiere revision del supervisor de turno,Otro,2026-09-17T10:49:35Z,2026-09-20T00:49:35Z
2691,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-26T04:31:05Z,2026-08-28T19:31:05Z
2690,Leve,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-18T15:18:37Z,2026-09-20T04:18:37Z
2682,Leve,Anomalia detectada durante inspeccion rutinaria,Otro,2026-09-18T06:00:33Z,
2694,Leve,Congestion en calle de rodaje B2,Saturacion_Vial,2026-08-16T15:51:51Z,2026-08-17T14:51:51Z
2696,Moderada,Congestion en calle de rodaje D4,Saturacion_Vial,2026-09-15T20:55:55Z,2026-09-18T13:55:55Z
2695,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-10T04:01:31Z,
2699,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-09-23T21:12:24Z,2026-09-24T22:12:24Z
2698,Leve,Cola de espera en TWY B2 superior a 33 min,Saturacion_Vial,2026-08-06T06:16:44Z,
2702,Moderada,"Colector obstruido, agua superando 17 cm sobre nivel operativo",Inundacion,2026-08-14T09:02:43Z,2026-08-17T05:02:43Z
2704,Alta,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-19T09:09:50Z,2026-08-22T05:09:50Z
2697,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-31T09:04:43Z,2026-09-01T01:04:43Z
2676,Moderada,Cola de espera en TWY D4 superior a 59 min,Saturacion_Vial,2026-09-13T07:05:31Z,2026-09-13T15:05:31Z
2661,Moderada,Radar reporta ecos fantasma tras 112 min de operacion,Falla_Radar,2026-09-19T13:12:26Z,2026-09-21T06:12:26Z
2707,Alta,Perdida intermitente de retorno en Banda S,Falla_Radar,2026-09-02T11:14:36Z,2026-09-05T08:14:36Z
2706,Leve,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-20T14:48:42Z,
2708,Leve,Radar reporta ecos fantasma tras 95 min de operacion,Falla_Radar,2026-09-04T23:28:54Z,2026-09-06T02:28:54Z
2709,Alta,Cola de espera en TWY D4 superior a 80 min,Saturacion_Vial,2026-09-10T14:48:41Z,2026-09-13T06:48:41Z
2710,Leve,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-25T16:53:21Z,2026-08-28T12:53:21Z
2711,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-09T12:46:20Z,
2712,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-09-29T07:04:45Z,2026-09-30T05:04:45Z
2713,Moderada,Radar reporta ecos fantasma tras 33 min de operacion,Falla_Radar,2026-08-24T00:20:12Z,2026-08-26T15:20:12Z
2678,Leve,Cola de espera en TWY C3 superior a 92 min,Saturacion_Vial,2026-08-05T08:48:11Z,2026-08-07T17:48:11Z
2714,Leve,Bloqueo temporal en acceso Sur por vehiculo averiado,Saturacion_Vial,2026-09-19T23:26:15Z,2026-09-20T08:26:15Z
2715,Leve,Falla del sistema de barrido primario (Banda S),Falla_Radar,2026-09-12T10:40:07Z,2026-09-14T09:40:07Z
2701,Moderada,Cola de espera en TWY C3 superior a 116 min,Saturacion_Vial,2026-09-24T19:22:06Z,2026-09-26T06:22:06Z
2679,Moderada,Retraso en abastecimiento por falla logistica del proveedor,Falta_Combustible,2026-08-01T13:06:46Z,2026-08-02T03:06:46Z
2680,Leve,Bloqueo temporal en acceso Cargas por vehiculo averiado,Saturacion_Vial,2026-08-31T19:59:11Z,2026-09-02T14:59:11Z
2700,Leve,Cola de espera en TWY C3 superior a 34 min,Saturacion_Vial,2026-09-03T12:12:13Z,2026-09-04T13:12:13Z
2653,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-08-25T03:54:45Z,
2705,Leve,Bloqueo temporal en acceso Norte por vehiculo averiado,Saturacion_Vial,2026-08-28T08:08:15Z,2026-08-29T03:08:15Z
2681,Leve,Cola de espera en TWY E1 superior a 50 min,Saturacion_Vial,2026-09-29T18:44:03Z,2026-09-30T04:44:03Z
2718,Moderada,Puente de embarque bloqueado por proteccion antimolino,Manga_Inoperativa,2026-09-03T17:53:30Z,
2716,Moderada,Sensor de acople reporta lectura incoherente,Manga_Inoperativa,2026-08-20T17:43:20Z,2026-08-22T01:43:20Z
2719,Leve,Perdida intermitente de retorno en Banda L,Falla_Radar,2026-09-24T15:01:05Z,2026-09-24T17:01:05Z
2720,Critica,Cola de espera en TWY C3 superior a 96 min,Saturacion_Vial,2026-08-14T06:48:39Z,
2723,Alta,Reserva de Jet A-1 por debajo del minimo operacional,Falta_Combustible,2026-08-27T06:03:20Z,
