id,nombre_tecnico_locacion,tipo,estado_acople,longitud,clase_max,rango_alcance,frecuencia
479,Radar Oeste - Torre 26,radar,,,,366,Banda C
481,Radar Norte - Torre 27,radar,,,,183,Banda L
483,Radar Este - Torre 27,radar,,,,342,Banda X
484,Radar Oeste - Torre 27,radar,,,,282,Banda X
480,Radar Central - Torre 26,radar,,,,273,Banda C
486,Radar Norte - Torre 28,radar,,,,177,Banda S
487,Radar Sur - Torre 28,radar,,,,280,Banda L
471,Radar Norte - Torre 25,radar,,,,181,Banda L
488,Radar Este - Torre 28,radar,,,,391,Banda L
485,Radar Central - Torre 27,radar,,,,276,Banda L
489,Radar Oeste - Torre 28,radar,,,,288,Banda L
482,Radar Sur - Torre 27,radar,,,,338,Banda L
490,Radar Central - Torre 28,radar,,,,380,Banda X
478,Radar Este - Torre 26,radar,,,,261,Banda X
492,Radar Sur - Torre 29,radar,,,,386,Banda L
494,Radar Oeste - Torre 29,radar,,,,119,Banda S
491,Radar Norte - Torre 29,radar,,,,104,Banda S
496,Radar Norte - Torre 30,radar,,,,228,Banda C
497,Radar Sur - Torre 30,radar,,,,220,Banda C
475,Radar Central - Torre 25,radar,,,,124,Banda C
493,Radar Este - Torre 29,radar,,,,221,Banda S
495,Radar Central - Torre 29,radar,,,,90,Banda X
474,Radar Oeste - Torre 25,radar,,,,252,Banda S
476,Radar Norte - Torre 26,radar,,,,105,Banda X
477,Radar Sur - Torre 26,radar,,,,150,Banda L
498,Radar Este - Torre 30,radar,,,,162,Banda L
472,Radar Sur - Torre 25,radar,,,,226,Banda X
499,Radar Oeste - Torre 30,radar,,,,161,Banda C
500,Radar Central - Torre 30,radar,,,,313,Banda S
